cf_id,contact_id,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,category_id,subcategory_id
3153,2653,Future-proofed heuristic encryption,2400,12310,successful,173,GB,GBP,2020-07-27,2021-08-21,cat1,subcat1
2391,2687,Balanced bifurcated leverage,8600,8656,successful,87,US,USD,2021-08-28,2021-09-22,cat8,subcat15
84,3779,Sharable discrete budgetary management,196600,159931,failed,1538,US,USD,2021-06-12,2021-12-02,cat4,subcat4
1987,1494,Focused solution-oriented instruction set,4200,689,failed,9,US,USD,2021-01-21,2021-12-30,cat6,subcat14
2790,4129,Down-sized actuating infrastructure,91400,48236,failed,554,US,USD,2020-06-03,2021-05-15,cat4,subcat4
37,3035,Synergistic cohesive adapter,29600,77021,successful,1572,GB,GBP,2021-06-19,2021-06-24,cat1,subcat1
2981,2069,Quality-focused mission-critical structure,90600,27844,failed,648,GB,GBP,2020-06-17,2021-05-22,cat4,subcat4
1730,5469,Compatible exuding Graphical User Interface,5200,702,failed,21,GB,GBP,2021-03-28,2021-09-06,cat6,subcat19
3172,3903,Monitored 24/7 time-frame,110300,197024,successful,2346,US,USD,2021-02-13,2021-09-15,cat4,subcat4
32,4083,Virtual secondary open architecture,5300,11663,successful,115,US,USD,2021-01-13,2021-08-26,cat4,subcat4
2322,4003,Down-sized mobile time-frame,9200,9339,successful,85,IT,EUR,2021-06-07,2021-09-06,cat3,subcat9
1095,3565,Innovative disintermediate encryption,2400,4596,successful,144,US,USD,2020-11-28,2021-02-28,cat9,subcat24
1067,1640,Universal contextually-based knowledgebase,56800,173437,successful,2443,US,USD,2021-07-24,2021-08-08,cat1,subcat1
2676,4769,Persevering interactive matrix,191000,45831,canceled,595,US,USD,2020-11-07,2021-03-15,cat5,subcat13
549,3398,Seamless background framework,900,6514,successful,64,US,USD,2020-03-24,2021-02-25,cat8,subcat15
302,1865,Balanced upward-trending productivity,2500,13684,successful,268,US,USD,2020-05-30,2021-06-13,cat3,subcat9
2758,5690,Centralized clear-thinking solution,3200,13264,successful,195,DK,DKK,2020-10-30,2021-11-15,cat4,subcat4
2450,3814,Optimized bi-directional extranet,183800,1667,failed,54,US,USD,2021-05-21,2022-01-07,cat5,subcat11
2310,2942,Intuitive actuating benchmark,9800,3349,failed,120,US,USD,2020-07-14,2021-03-26,cat3,subcat9
2185,5095,Devolved background project,193400,46317,failed,579,DK,DKK,2021-12-27,2022-01-14,cat3,subcat3
1929,2878,Reverse-engineered executive emulation,163800,78743,failed,2072,US,USD,2021-01-08,2021-04-13,cat5,subcat5
1823,3697,Team-oriented clear-thinking matrix,100,0,failed,0,US,USD,2020-06-17,2021-06-26,cat4,subcat4
699,4744,Focused coherent methodology,153600,107743,failed,1796,US,USD,2021-02-01,2021-07-20,cat5,subcat5
1926,2104,Reduced context-sensitive complexity,1300,6889,successful,186,AU,AUD,2020-06-01,2021-03-30,cat7,subcat12
2208,4883,Decentralized 4thgeneration time-frame,25500,45983,successful,460,US,USD,2021-04-14,2021-12-07,cat5,subcat7
3136,4807,De-engineered cohesive moderator,7500,6924,failed,62,IT,EUR,2021-04-08,2021-05-19,cat2,subcat2
1623,1372,Ameliorated explicit parallelism,89900,12497,failed,347,US,USD,2020-08-27,2021-04-06,cat6,subcat16
277,3666,Customizable background monitoring,18000,166874,successful,2528,US,USD,2021-08-10,2021-08-16,cat4,subcat4
1522,2066,Compatible well-modulated budgetary management,2100,837,failed,19,US,USD,2020-12-26,2021-07-03,cat3,subcat3
2582,1834,Up-sized radical pricing structure,172700,193820,successful,3657,US,USD,2021-01-06,2022-01-04,cat4,subcat4
595,5853,Robust zero-defect project,168500,119510,failed,1258,US,USD,2021-01-01,2022-01-22,cat4,subcat4
1060,2219,Re-engineered mobile task-force,7800,9289,successful,131,AU,AUD,2021-06-06,2021-07-21,cat5,subcat7
2551,4148,User-centric intangible neural-net,147800,35498,failed,362,US,USD,2020-12-22,2021-12-21,cat4,subcat4
975,4477,Organized explicit core,9100,12678,successful,239,US,USD,2020-06-26,2021-02-13,cat7,subcat12
300,1786,Synchronized 6thgeneration adapter,8300,3260,canceled,35,US,USD,2021-07-10,2021-11-02,cat5,subcat20
1883,3455,Centralized motivating capacity,138700,31123,canceled,528,CH,CHF,2021-01-30,2021-10-19,cat2,subcat2
2973,5707,Phased 24hour flexibility,8600,4797,failed,133,CA,CAD,2020-10-27,2021-06-27,cat4,subcat4
1831,5470,Exclusive 5thgeneration structure,125400,53324,failed,846,US,USD,2020-09-03,2021-02-15,cat6,subcat10
3019,3274,Multi-tiered maximized orchestration,5900,6608,successful,78,US,USD,2021-04-05,2021-06-12,cat1,subcat1
1598,4613,Open-architected uniform instruction set,8800,622,failed,10,US,USD,2020-12-12,2021-06-28,cat5,subcat11
1898,4465,Exclusive asymmetric analyzer,177700,180802,successful,1773,US,USD,2020-09-25,2021-03-23,cat2,subcat2
944,1652,Organic radical collaboration,800,3406,successful,32,US,USD,2020-08-13,2021-05-22,cat4,subcat4
2775,2100,Function-based multi-state software,7600,11061,successful,369,US,USD,2021-04-01,2021-11-07,cat5,subcat7
2021,4321,Innovative static budgetary management,50500,16389,failed,191,US,USD,2021-03-12,2021-10-24,cat5,subcat13
1473,4168,Triple-buffered holistic ability,900,6303,successful,89,US,USD,2020-08-02,2021-03-16,cat5,subcat13
353,3733,Diverse scalable superstructure,96700,81136,failed,1979,US,USD,2020-06-15,2021-05-29,cat4,subcat4
400,2594,Balanced leadingedge data-warehouse,2100,1768,failed,63,US,USD,2021-05-01,2021-09-02,cat3,subcat9
930,3909,Digitized bandwidth-monitored open architecture,8300,12944,successful,147,US,USD,2021-09-20,2021-09-27,cat4,subcat4
1281,5179,Enterprise-wide intermediate portal,189200,188480,failed,6080,CA,CAD,2021-05-16,2021-07-22,cat5,subcat11
726,2228,Focused leadingedge matrix,9000,7227,failed,80,GB,GBP,2020-05-24,2021-05-26,cat2,subcat8
2177,6222,Seamless logistical encryption,5100,574,failed,9,US,USD,2020-04-29,2021-04-04,cat7,subcat12
1652,2354,Stand-alone human-resource workforce,105000,96328,failed,1784,US,USD,2021-05-05,2021-05-26,cat6,subcat14
65,1725,Automated zero tolerance implementation,186700,178338,live,3640,CH,CHF,2020-05-28,2021-05-29,cat7,subcat12
911,2960,Pre-emptive grid-enabled contingency,1600,8046,successful,126,CA,CAD,2021-01-25,2021-02-05,cat4,subcat4
2082,2077,Multi-lateral didactic encoding,115600,184086,successful,2218,GB,GBP,2021-01-04,2021-04-11,cat2,subcat8
458,5662,Self-enabling didactic orchestration,89100,13385,failed,243,US,USD,2021-05-23,2021-06-25,cat5,subcat7
1085,3481,Profit-focused 24/7 data-warehouse,2600,12533,successful,202,IT,EUR,2021-01-28,2022-01-02,cat4,subcat4
1451,2565,Enhanced methodical middleware,9800,14697,successful,140,IT,EUR,2020-10-14,2021-05-30,cat6,subcat14
1068,4436,Synchronized client-driven projection,84400,98935,successful,1052,DK,DKK,2020-10-10,2021-04-18,cat5,subcat5
241,5072,Networked didactic time-frame,151300,57034,failed,1296,US,USD,2020-10-11,2021-06-07,cat7,subcat21
2654,5200,Assimilated exuding toolset,9800,7120,failed,77,US,USD,2021-01-13,2021-05-05,cat1,subcat1
159,4502,Front-line client-server secured line,5300,14097,successful,247,US,USD,2020-03-08,2021-02-26,cat8,subcat15
1010,4945,Polarized systemic Internet solution,178000,43086,failed,395,IT,EUR,2020-09-17,2021-05-25,cat7,subcat21
1807,3012,Profit-focused exuding moderator,77000,1930,failed,49,GB,GBP,2021-03-04,2021-09-21,cat2,subcat8
1135,6094,Cross-group high-level moderator,84900,13864,failed,180,US,USD,2021-01-28,2021-08-11,cat7,subcat12
1859,3815,Public-key 3rdgeneration system engine,2800,7742,successful,84,US,USD,2020-08-02,2021-05-24,cat2,subcat2
1265,4838,Organized value-added access,184800,164109,failed,2690,US,USD,2021-01-11,2021-12-28,cat4,subcat4
2648,3469,Cloned global Graphical User Interface,4200,6870,successful,88,US,USD,2020-12-17,2021-08-09,cat4,subcat4
141,4874,Focused solution-oriented matrix,1300,12597,successful,156,US,USD,2021-06-20,2022-01-31,cat5,subcat7
1944,1792,Monitored discrete toolset,66100,179074,successful,2985,US,USD,2021-10-19,2022-02-23,cat4,subcat4
3187,4356,Business-focused intermediate system engine,29500,83843,successful,762,US,USD,2021-05-21,2021-07-20,cat3,subcat9
1436,6196,De-engineered disintermediate encoding,100,4,canceled,1,CH,CHF,2021-06-18,2021-11-12,cat2,subcat8
1384,3578,Streamlined upward-trending analyzer,180100,105598,failed,2779,AU,AUD,2021-01-11,2021-03-30,cat3,subcat3
2446,4491,Distributed human-resource policy,9000,8866,failed,92,US,USD,2020-12-04,2021-05-27,cat4,subcat4
2215,3054,De-engineered 5thgeneration contingency,170600,75022,failed,1028,US,USD,2020-12-11,2021-05-26,cat2,subcat2
2704,1968,Multi-channeled upward-trending application,9500,14408,successful,554,CA,CAD,2020-12-25,2021-07-12,cat2,subcat8
2470,5869,Organic maximized database,6300,14089,successful,135,DK,DKK,2020-05-09,2021-05-01,cat2,subcat2
1056,5858,Grass-roots 24/7 attitude,5200,12467,successful,122,US,USD,2020-04-01,2021-03-01,cat6,subcat19
1278,5203,Team-oriented global strategy,6000,11960,successful,221,US,USD,2021-06-14,2021-08-18,cat5,subcat23
2987,2577,Enhanced client-driven capacity,5800,7966,successful,126,US,USD,2020-08-03,2021-03-30,cat4,subcat4
417,3216,Exclusive systematic productivity,105300,106321,successful,1022,US,USD,2020-09-19,2021-05-22,cat4,subcat4
670,2037,Re-engineered radical policy,20000,158832,successful,3177,US,USD,2021-06-21,2022-02-07,cat5,subcat11
1427,3867,Down-sized logistical adapter,3000,11091,successful,198,CH,CHF,2021-03-03,2021-11-19,cat4,subcat4
2918,5109,Configurable bandwidth-monitored throughput,9900,1269,failed,26,CH,CHF,2021-02-05,2021-11-04,cat2,subcat2
306,1376,Optional tangible pricing structure,3700,5107,successful,85,AU,AUD,2021-03-29,2021-09-29,cat5,subcat5
1714,5260,Organic high-level implementation,168700,141393,failed,1790,US,USD,2020-04-27,2021-05-18,cat4,subcat4
1354,2350,Decentralized logistical collaboration,94900,194166,successful,3596,US,USD,2021-01-20,2021-05-11,cat4,subcat4
810,2269,Advanced content-based installation,9300,4124,failed,37,US,USD,2021-09-04,2021-11-29,cat2,subcat6
304,3650,Distributed high-level open architecture,6800,14865,successful,244,US,USD,2020-11-01,2021-06-12,cat2,subcat2
752,3934,Synergized zero tolerance help-desk,72400,134688,successful,5180,US,USD,2020-06-21,2021-05-21,cat4,subcat4
2254,4048,Extended multi-tasking definition,20100,47705,successful,589,IT,EUR,2021-06-08,2022-01-21,cat5,subcat11
1654,4266,Realigned uniform knowledge user,31200,95364,successful,2725,US,USD,2021-06-07,2021-10-31,cat2,subcat2
2729,3863,Monitored grid-enabled model,3500,3295,failed,35,IT,EUR,2021-05-16,2021-10-11,cat5,subcat13
913,4922,Assimilated actuating policy,9000,4896,canceled,94,US,USD,2021-02-10,2021-04-08,cat2,subcat2
1388,4517,Total incremental productivity,6700,7496,successful,300,US,USD,2021-01-04,2021-10-04,cat9,subcat24
76,3259,Adaptive local task-force,2700,9967,successful,144,US,USD,2020-06-25,2021-05-27,cat1,subcat1
1172,3123,Universal zero-defect concept,83300,52421,failed,558,US,USD,2021-04-09,2021-11-29,cat4,subcat4
2579,3870,Object-based bottom-line superstructure,9700,6298,failed,64,US,USD,2021-05-10,2021-06-30,cat4,subcat4
2371,2996,Adaptive 24hour projection,8200,1546,canceled,37,US,USD,2021-10-08,2021-11-27,cat2,subcat18
359,2993,Sharable radical toolset,96500,16168,failed,245,US,USD,2021-04-29,2021-12-14,cat5,subcat23
1423,4556,Focused multimedia knowledgebase,6200,6269,successful,87,US,USD,2020-05-01,2021-04-13,cat2,subcat18
2239,2326,Seamless 6thgeneration extranet,43800,149578,successful,3116,US,USD,2020-06-28,2021-06-05,cat4,subcat4
1835,4109,Sharable mobile knowledgebase,6000,3841,failed,71,US,USD,2021-02-15,2021-05-05,cat3,subcat3
2097,5739,Cross-group global system engine,8700,4531,failed,42,US,USD,2020-08-11,2021-10-08,cat7,subcat12
1165,5887,Centralized clear-thinking conglomeration,18900,60934,successful,909,US,USD,2020-10-17,2021-07-31,cat5,subcat5
1368,1651,De-engineered cohesive system engine,86400,103255,successful,1613,US,USD,2020-10-12,2021-10-21,cat3,subcat3
2331,1628,Reactive analyzing function,8900,13065,successful,136,US,USD,2020-08-15,2021-07-04,cat6,subcat19
3145,2642,Robust hybrid budgetary management,700,6654,successful,130,US,USD,2021-07-16,2021-12-17,cat2,subcat2
2313,6020,Open-source analyzing monitoring,9400,6852,failed,156,CA,CAD,2021-01-15,2021-04-08,cat1,subcat1
251,4747,Up-sized discrete firmware,157600,124517,failed,1368,GB,GBP,2021-01-13,2021-11-02,cat4,subcat4
1956,5534,Exclusive intangible extranet,7900,5113,failed,102,US,USD,2020-08-11,2021-06-25,cat5,subcat5
1575,4790,Synergized analyzing process improvement,7100,5824,failed,86,AU,AUD,2021-01-20,2021-04-29,cat6,subcat16
1917,4632,Realigned dedicated system engine,600,6226,successful,102,US,USD,2020-10-27,2021-09-11,cat7,subcat12
2447,1952,Object-based bandwidth-monitored concept,156800,20243,failed,253,US,USD,2021-09-19,2021-12-04,cat4,subcat4
1813,4388,Ameliorated client-driven open system,121600,188288,successful,4006,US,USD,2021-01-05,2021-11-27,cat5,subcat11
367,5529,Upgradable leadingedge Local Area Network,157300,11167,failed,157,US,USD,2020-10-18,2021-02-25,cat4,subcat4
1803,1316,Customizable intermediate data-warehouse,70300,146595,successful,1629,US,USD,2021-05-01,2021-09-16,cat4,subcat4
284,1670,Managed optimizing archive,7900,7875,failed,183,US,USD,2021-12-23,2021-12-26,cat5,subcat7
2603,4909,Diverse systematic projection,73800,148779,successful,2188,US,USD,2020-10-17,2021-06-01,cat4,subcat4
653,3401,Up-sized web-enabled info-mediaries,108500,175868,successful,2409,IT,EUR,2021-01-06,2021-10-27,cat2,subcat2
1131,4619,Persevering optimizing Graphical User Interface,140300,5112,failed,82,DK,DKK,2020-09-20,2021-06-27,cat5,subcat5
349,4722,Cross-platform tertiary array,100,5,failed,1,GB,GBP,2021-04-20,2021-06-30,cat1,subcat1
2509,2188,Inverse neutral structure,6300,13018,successful,194,US,USD,2021-08-12,2022-01-16,cat3,subcat9
3139,5497,Quality-focused system-worthy support,71100,91176,successful,1140,US,USD,2020-11-08,2021-05-21,cat4,subcat4
480,5711,Vision-oriented 5thgeneration array,5300,6342,successful,102,US,USD,2021-02-16,2021-11-04,cat4,subcat4
1205,4076,Cross-platform logistical circuit,88700,151438,successful,2857,US,USD,2021-03-27,2021-10-01,cat4,subcat4
291,1847,Profound solution-oriented matrix,3300,6178,successful,107,US,USD,2021-01-04,2021-07-28,cat6,subcat10
1758,2816,Extended asynchronous initiative,3400,6405,successful,160,GB,GBP,2021-05-13,2021-08-21,cat2,subcat2
766,5019,Fundamental needs-based frame,137600,180667,successful,2230,US,USD,2020-08-29,2021-08-05,cat1,subcat1
569,4869,Compatible full-range leverage,3900,11075,successful,316,US,USD,2021-02-28,2021-05-08,cat2,subcat18
50,3613,Upgradable holistic system engine,10000,12042,successful,117,US,USD,2021-09-28,2021-10-04,cat5,subcat23
1875,3069,Stand-alone multi-state data-warehouse,42800,179356,successful,6406,US,USD,2021-09-30,2022-02-01,cat4,subcat4
3040,2601,Multi-lateral maximized core,8200,1136,canceled,15,US,USD,2021-03-05,2021-07-02,cat4,subcat4
179,2133,Innovative holistic hub,6200,8645,successful,192,US,USD,2021-09-10,2021-11-05,cat2,subcat6
114,3164,Reverse-engineered 24/7 methodology,1100,1914,successful,26,CA,CAD,2020-08-21,2021-08-03,cat4,subcat4
260,3897,Business-focused dynamic info-mediaries,26500,41205,successful,723,US,USD,2021-04-06,2021-12-17,cat4,subcat4
1810,5663,Digitized clear-thinking installation,8500,14488,successful,170,IT,EUR,2021-06-28,2021-11-20,cat4,subcat4
68,3879,Quality-focused 24/7 superstructure,6400,12129,successful,238,GB,GBP,2020-09-06,2021-08-01,cat2,subcat8
1148,5900,Multi-channeled local intranet,1400,3496,successful,55,US,USD,2021-01-18,2021-12-31,cat4,subcat4
2489,2272,Open-architected mobile emulation,198600,97037,failed,1198,US,USD,2020-11-10,2021-10-30,cat6,subcat10
1586,5436,Ameliorated foreground methodology,195900,55757,failed,648,US,USD,2020-02-28,2021-03-01,cat4,subcat4
2339,3676,Synergized well-modulated project,4300,11525,successful,128,AU,AUD,2021-02-25,2021-05-07,cat8,subcat15
1687,4676,Extended context-sensitive forecast,25600,158669,successful,2144,US,USD,2021-12-03,2021-12-31,cat4,subcat4
1260,1563,Total leadingedge neural-net,189000,5916,failed,64,US,USD,2021-03-10,2021-05-26,cat2,subcat8
2240,4349,Organic actuating protocol,94300,150806,successful,2693,GB,GBP,2020-04-24,2021-02-24,cat4,subcat4
1762,1658,Down-sized national software,5100,14249,successful,432,US,USD,2020-05-09,2021-05-22,cat8,subcat15
331,2552,Organic upward-trending Graphical User Interface,7500,5803,failed,62,US,USD,2020-07-05,2021-06-08,cat4,subcat4
1330,4847,Synergistic tertiary budgetary management,6400,13205,successful,189,US,USD,2020-11-03,2021-06-03,cat4,subcat4
427,1553,Open-architected incremental ability,1600,11108,successful,154,GB,GBP,2020-11-18,2021-08-05,cat1,subcat1
2929,2632,Intuitive object-oriented task-force,1900,2884,successful,96,US,USD,2021-02-23,2021-02-28,cat2,subcat8
2940,1908,Multi-tiered executive toolset,85900,55476,failed,750,US,USD,2021-04-05,2022-01-19,cat4,subcat4
2047,5801,Grass-roots directional workforce,9500,5973,canceled,87,US,USD,2021-08-30,2021-12-01,cat4,subcat4
536,1935,Quality-focused real-time solution,59200,183756,successful,3063,US,USD,2021-08-21,2022-01-26,cat4,subcat4
238,2609,Reduced interactive matrix,72100,30902,live,278,US,USD,2021-01-05,2021-07-21,cat4,subcat4
30,2740,Adaptive context-sensitive architecture,6700,5569,failed,105,US,USD,2021-09-28,2021-12-17,cat5,subcat11
1151,1907,Polarized incremental portal,118200,92824,canceled,1658,US,USD,2021-08-29,2021-09-24,cat5,subcat20
1484,1831,Reactive regional access,139000,158590,successful,2266,US,USD,2021-01-14,2021-02-16,cat5,subcat20
1941,5177,Stand-alone reciprocal frame,197700,127591,failed,2604,DK,DKK,2021-04-30,2021-12-26,cat5,subcat11
546,6179,Open-architected 24/7 throughput,8500,6750,failed,65,US,USD,2021-01-14,2021-11-04,cat4,subcat4
221,2917,Monitored 24/7 approach,81600,9318,failed,94,US,USD,2020-04-12,2021-01-14,cat4,subcat4
2882,1486,Upgradable explicit forecast,8600,4832,live,45,US,USD,2021-03-02,2021-12-02,cat5,subcat7
2938,3735,Pre-emptive context-sensitive support,119800,19769,failed,257,US,USD,2020-11-08,2021-07-24,cat4,subcat4
785,3838,Business-focused leadingedge instruction set,9400,11277,successful,194,CH,CHF,2021-05-08,2021-09-15,cat4,subcat4
2785,2430,Extended multi-state knowledge user,9200,13382,successful,129,CA,CAD,2021-02-13,2021-10-21,cat3,subcat9
876,2480,Future-proofed modular groupware,14900,32986,successful,375,US,USD,2020-06-05,2021-04-22,cat4,subcat4
932,3431,Distributed real-time algorithm,169400,81984,failed,2928,CA,CAD,2021-03-15,2021-10-01,cat4,subcat4
507,1742,Multi-lateral heuristic throughput,192100,178483,failed,4697,US,USD,2021-04-25,2021-10-10,cat2,subcat2
1672,4628,Switchable reciprocal middleware,98700,87448,failed,2915,US,USD,2021-01-25,2021-11-24,cat7,subcat12
917,2385,Inverse multimedia Graphic Interface,4500,1863,failed,18,US,USD,2021-04-10,2021-04-25,cat6,subcat19
2931,2213,Vision-oriented local contingency,98600,62174,canceled,723,US,USD,2021-05-06,2021-06-22,cat1,subcat1
2415,5188,Reactive 6thgeneration hub,121700,59003,failed,602,CH,CHF,2021-04-29,2021-11-21,cat4,subcat4
1805,3418,Optional asymmetric success,100,2,failed,1,US,USD,2021-06-11,2021-10-26,cat2,subcat18
495,5637,Digitized analyzing capacity,196700,174039,failed,3868,IT,EUR,2021-08-01,2021-12-27,cat5,subcat13
2988,3530,Vision-oriented regional hub,10000,12684,successful,409,US,USD,2020-10-17,2021-08-24,cat3,subcat3
3169,3731,Monitored incremental info-mediaries,600,14033,successful,234,US,USD,2020-05-06,2021-05-31,cat3,subcat3
467,3219,Programmable static middleware,35000,177936,successful,3016,US,USD,2020-07-04,2021-03-31,cat2,subcat17
1551,2392,Multi-layered bottom-line encryption,6900,13212,successful,264,US,USD,2020-07-30,2021-07-03,cat8,subcat15
2467,5103,Vision-oriented systematic Graphical User Interface,118400,49879,failed,504,AU,AUD,2021-02-07,2021-06-11,cat1,subcat1
1193,3992,Balanced optimal hardware,10000,824,failed,14,US,USD,2020-11-17,2021-09-22,cat5,subcat23
1016,2442,Self-enabling mission-critical success,52600,31594,canceled,390,US,USD,2021-04-24,2021-08-05,cat2,subcat2
313,2913,Grass-roots dynamic emulation,120700,57010,failed,750,GB,GBP,2021-06-19,2022-01-03,cat5,subcat5
117,1631,Fundamental disintermediate matrix,9100,7438,failed,77,US,USD,2021-04-01,2021-04-11,cat4,subcat4
2747,4073,Right-sized secondary challenge,106800,57872,failed,752,DK,DKK,2021-08-27,2021-12-19,cat2,subcat18
1244,4568,Implemented exuding software,9100,8906,failed,131,US,USD,2021-01-23,2021-04-17,cat4,subcat4
564,1830,Total optimizing software,10000,7724,failed,87,US,USD,2020-12-09,2021-06-14,cat4,subcat4
3129,2623,Optional maximized attitude,79400,26571,failed,1063,US,USD,2020-05-20,2021-02-06,cat2,subcat18
800,4327,Customer-focused impactful extranet,5100,12219,successful,272,US,USD,2020-10-29,2021-03-25,cat5,subcat5
1255,3713,Cloned bottom-line success,3100,1985,canceled,25,US,USD,2020-12-21,2021-02-24,cat4,subcat4
2448,2389,Decentralized bandwidth-monitored ability,6900,12155,successful,419,US,USD,2021-01-25,2021-04-18,cat9,subcat24
578,5141,Programmable leadingedge budgetary management,27500,5593,failed,76,US,USD,2021-06-08,2022-01-03,cat4,subcat4
418,3522,Upgradable bi-directional concept,48800,175020,successful,1621,IT,EUR,2020-12-21,2021-12-15,cat4,subcat4
255,1334,Re-contextualized homogeneous flexibility,16200,75955,successful,1101,US,USD,2020-07-03,2021-05-18,cat2,subcat8
1918,4721,Monitored bi-directional standardization,97600,119127,successful,1073,US,USD,2020-08-29,2021-06-14,cat4,subcat4
2837,3768,Stand-alone grid-enabled leverage,197900,110689,failed,4428,AU,AUD,2021-09-18,2021-11-30,cat4,subcat4
842,1639,Assimilated regional groupware,5600,2445,failed,58,IT,EUR,2021-03-31,2021-12-04,cat2,subcat8
503,5149,Up-sized 24hour instruction set,170700,57250,canceled,1218,US,USD,2021-05-14,2021-08-08,cat8,subcat15
602,2153,Right-sized web-enabled intranet,9700,11929,successful,331,US,USD,2022-02-01,2022-02-16,cat9,subcat24
1317,2767,Expanded needs-based orchestration,62300,118214,successful,1170,US,USD,2021-03-10,2022-01-12,cat8,subcat15
2071,5124,Organic system-worthy orchestration,5300,4432,failed,111,US,USD,2021-06-08,2021-12-27,cat6,subcat14
2773,2097,Inverse static standardization,99500,17879,canceled,215,US,USD,2021-02-27,2021-11-23,cat5,subcat7
1814,4796,Synchronized motivating solution,1400,14511,successful,363,US,USD,2020-10-11,2021-04-05,cat1,subcat1
2600,5849,Open-source 4thgeneration open system,145600,141822,failed,2955,US,USD,2020-02-14,2021-04-06,cat7,subcat21
426,1495,Decentralized context-sensitive superstructure,184100,159037,failed,1657,US,USD,2021-03-11,2021-07-05,cat4,subcat4
2206,2462,Compatible 5thgeneration concept,5400,8109,successful,103,US,USD,2020-09-13,2021-02-12,cat4,subcat4
2032,2280,Virtual systemic intranet,2300,8244,successful,147,US,USD,2021-01-30,2021-04-09,cat4,subcat4
397,1877,Optimized systemic algorithm,1400,7600,successful,110,CA,CAD,2020-12-09,2021-07-17,cat6,subcat10
865,6108,Customizable homogeneous firmware,140000,94501,failed,926,CA,CAD,2021-04-14,2022-01-07,cat4,subcat4
3027,4427,Front-line cohesive extranet,7500,14381,successful,134,US,USD,2020-11-01,2021-10-22,cat3,subcat9
31,2881,Distributed holistic neural-net,1500,13980,successful,269,US,USD,2021-01-11,2021-04-21,cat4,subcat4
1234,2339,Devolved client-server monitoring,2900,12449,successful,175,US,USD,2021-01-18,2021-08-14,cat5,subcat20
497,5156,Seamless directional capacity,7300,7348,successful,69,US,USD,2020-09-11,2021-06-19,cat3,subcat3
2084,4750,Polarized actuating implementation,3600,8158,successful,190,US,USD,2021-10-05,2021-11-24,cat5,subcat5
337,4852,Front-line disintermediate hub,5000,7119,successful,237,US,USD,2021-02-04,2021-08-14,cat5,subcat5
3182,5734,Decentralized 4thgeneration challenge,6000,5438,failed,77,GB,GBP,2020-11-19,2021-10-20,cat2,subcat2
1494,3801,Reverse-engineered composite hierarchy,180400,115396,failed,1748,US,USD,2020-10-09,2021-06-26,cat4,subcat4
2570,4474,Programmable tangible ability,9100,7656,failed,79,US,USD,2021-01-09,2021-08-01,cat4,subcat4
2205,1992,Configurable full-range emulation,9200,12322,successful,196,IT,EUR,2021-04-10,2021-04-20,cat2,subcat2
314,5796,Total real-time hardware,164100,96888,failed,889,US,USD,2021-03-22,2021-09-20,cat4,subcat4
1659,1373,Profound system-worthy functionalities,128900,196960,successful,7295,US,USD,2021-12-15,2022-01-13,cat2,subcat6
1656,1879,Cloned hybrid focus group,42100,188057,successful,2893,CA,CAD,2020-07-15,2021-03-11,cat3,subcat9
514,3072,Ergonomic dedicated focus group,7400,6245,failed,56,US,USD,2020-12-23,2021-09-26,cat5,subcat7
649,4561,Realigned zero administration paradigm,100,3,failed,1,US,USD,2020-08-12,2021-04-17,cat3,subcat9
1769,5201,Open-source multi-tasking methodology,52000,91014,successful,820,US,USD,2021-01-17,2021-09-09,cat4,subcat4
33,5871,Object-based attitude-oriented analyzer,8700,4710,failed,83,US,USD,2021-03-05,2021-03-27,cat3,subcat9
195,3041,Cross-platform tertiary hub,63400,197728,successful,2038,US,USD,2021-05-01,2021-11-03,cat6,subcat19
742,5864,Seamless clear-thinking artificial intelligence,8700,10682,successful,116,US,USD,2020-09-05,2021-04-25,cat5,subcat11
2093,3999,Centralized tangible success,169700,168048,failed,2025,GB,GBP,2021-08-01,2021-10-05,cat6,subcat10
1338,4849,Customer-focused multimedia methodology,108400,138586,successful,1345,AU,AUD,2021-04-14,2021-05-30,cat3,subcat3
52,5461,Visionary maximized Local Area Network,7300,11579,successful,168,US,USD,2021-03-19,2021-05-17,cat5,subcat7
1651,5946,Secured bifurcated intranet,1700,12020,successful,137,CH,CHF,2021-04-12,2021-09-07,cat4,subcat4
452,4508,Grass-roots 4thgeneration product,9800,13954,successful,186,IT,EUR,2022-01-15,2022-01-20,cat4,subcat4
1808,5096,Reduced next generation info-mediaries,4300,6358,successful,125,US,USD,2021-04-14,2021-10-08,cat4,subcat4
2288,5443,Customizable full-range artificial intelligence,6200,1260,failed,14,IT,EUR,2020-05-20,2021-06-23,cat4,subcat4
1855,2165,Programmable leadingedge contingency,800,14725,successful,202,US,USD,2021-07-16,2021-11-19,cat4,subcat4
3035,2125,Multi-layered global groupware,6900,11174,successful,103,US,USD,2020-03-14,2021-01-31,cat6,subcat16
2285,6141,Switchable methodical superstructure,38500,182036,successful,1785,US,USD,2021-03-15,2021-09-22,cat2,subcat2
1203,5245,Expanded even-keeled portal,118000,28870,failed,656,US,USD,2021-06-16,2021-08-03,cat7,subcat21
2852,2190,Advanced modular moderator,2000,10353,successful,157,US,USD,2021-04-29,2021-08-15,cat4,subcat4
2160,2243,Reverse-engineered well-modulated ability,5600,13868,successful,555,US,USD,2021-02-21,2022-01-02,cat5,subcat5
